edad,promedio_notas,horas_estudio_semana,participacion_actividades,asistencia_clases
25,1.53,35,Media,92.98
26,2.66,19,Alta,77.41
21,2.96,26,Media,83.91
28,4.51,25,Media,95.25
25,3.84,27,Alta,95.14
28,2.42,13,Media,83.74
26,2.43,19,Media,92.1
29,3.75,9,Baja,85.96
19,2.72,23,Baja,68.28
25,3.24,11,Alta,73.43
22,2.55,16,Alta,82.59
20,3.35,27,Media,100.0
26,2.49,12,Alta,83.12
18,3.5,31,Media,80.25
19,2.77,5,Media,91.71
21,3.17,35,Media,91.46
18,1.95,24,Media,96.72
23,1.55,6,Baja,73.8
24,3.3,23,Media,72.22
24,2.84,15,Baja,80.93
28,3.12,10,Media,98.17
21,2.77,15,Baja,88.82
19,1.98,22,Media,100.0
26,3.67,30,Media,88.56
25,4.37,25,Alta,100.0
26,3.02,28,Alta,87.34
18,4.12,11,Alta,74.38
19,3.46,11,Media,87.03
22,3.08,12,Media,86.75
24,3.79,5,Baja,89.35
24,3.96,28,Baja,82.03
25,1.69,20,Media,82.18
24,2.59,14,Baja,87.94
28,4.18,30,Baja,70.45
29,3.68,30,Baja,91.18
29,3.95,37,Baja,95.87
27,3.95,21,Baja,82.14
24,3.42,8,Baja,77.07
18,1.96,18,Media,100.0
22,3.41,30,Media,85.71
19,2.58,32,Baja,75.35
19,3.16,21,Baja,83.01
28,4.66,17,Baja,82.36
23,3.5,20,Alta,91.15
21,3.17,7,Baja,95.21
21,2.81,8,Media,80.51
19,2.93,22,Baja,74.36
23,2.0,10,Alta,78.48
20,2.95,19,Media,92.27
25,3.02,16,Media,85.6
21,2.84,24,Baja,85.8
20,3.37,15,Alta,88.65
19,2.66,22,Baja,77.46
21,2.27,5,Media,80.04
28,3.3,13,Baja,96.97
29,3.64,21,Media,83.03
29,2.8,34,Media,63.28
28,2.34,12,Baja,97.57
29,1.89,18,Media,66.97
27,3.74,11,Alta,90.83
25,3.39,13,Baja,78.14
19,3.7,12,Alta,86.84
24,1.55,37,Baja,84.51
25,2.45,30,Baja,100.0
26,3.07,30,Media,80.56
21,1.7,10,Media,87.19
21,2.6,27,Baja,83.13
23,3.2,37,Media,84.09
29,2.69,16,Alta,93.74
29,4.05,10,Baja,83.13
19,2.57,20,Media,91.25
18,2.79,14,Media,78.71
18,3.32,22,Media,75.4
20,1.5,30,Alta,100.0
26,3.59,12,Media,80.43
29,1.41,10,Media,100.0
28,4.8,23,Media,74.63
28,3.28,38,Media,71.87
22,2.32,31,Media,84.67
26,2.35,16,Media,82.12
28,2.8,33,Baja,74.08
25,2.95,23,Media,86.35
22,2.76,9,Alta,78.27
24,2.89,31,Baja,77.47
19,2.65,32,Media,100.0
28,2.75,10,Alta,77.72
18,3.85,24,Media,78.3
27,3.25,8,Media,74.8
24,2.46,19,Baja,63.18
20,2.82,9,Media,77.71
26,3.04,37,Media,72.68
25,2.92,26,Media,84.3
24,3.24,8,Alta,83.55
25,2.47,19,Baja,86.3
18,1.84,33,Alta,89.75
24,3.57,24,Baja,94.2
19,2.26,32,Baja,90.44
26,3.03,23,Baja,100.0
28,3.24,5,Baja,93.74
29,2.19,12,Alta,80.4
28,3.12,32,Baja,87.18
20,4.35,31,Media,94.56
20,3.38,38,Baja,100.0
29,3.96,21,Media,81.05
29,3.12,36,Media,93.41
20,2.27,20,Baja,87.31
24,3.25,36,Media,100.0
21,2.21,15,Alta,86.09
22,1.72,26,Alta,81.61
20,3.43,32,Media,95.0
19,1.92,20,Baja,88.16
20,4.62,35,Baja,87.8
22,2.89,27,Media,89.88
28,2.49,23,Baja,70.27
18,2.69,33,Baja,86.44
21,3.83,5,Baja,86.62
20,2.76,11,Media,95.28
20,2.27,37,Media,78.15
24,2.37,38,Media,70.73
20,2.24,13,Alta,74.25
21,3.13,33,Media,63.18
20,2.55,30,Media,65.96
22,3.94,9,Baja,93.75
20,3.27,12,Baja,90.86
29,5.0,35,Alta,80.12
20,3.18,23,Baja,85.65
19,1.97,13,Baja,82.23
25,3.24,5,Alta,100.0
29,3.52,21,Alta,84.57
28,5.0,6,Baja,86.96
23,3.26,27,Baja,92.17
19,3.91,30,Media,84.61
18,1.92,32,Baja,78.97
26,2.17,37,Baja,89.67
27,2.11,31,Media,75.61
19,2.31,30,Alta,74.26
26,2.39,25,Baja,92.86
23,2.63,11,Baja,82.14
24,3.44,25,Alta,88.01
28,1.58,9,Media,88.89
19,3.67,37,Alta,97.3
25,1.51,22,Alta,82.78
21,2.43,17,Media,54.87
21,3.31,19,Alta,88.27
21,2.54,30,Baja,91.25
19,3.41,27,Alta,80.11
27,2.74,37,Media,83.51
25,1.98,22,Alta,62.71
25,3.79,26,Baja,78.81
29,3.03,5,Alta,85.09
20,2.54,25,Media,82.98
22,1.76,11,Media,92.53
23,3.59,38,Alta,96.31
19,1.79,27,Media,83.61
25,2.9,5,Media,82.93
29,2.72,33,Alta,73.62
24,2.48,11,Baja,94.37
22,3.72,36,Media,86.4
25,2.61,19,Media,76.72
19,3.4,31,Alta,85.36
29,2.73,17,Alta,89.73
23,3.68,34,Media,88.74
29,2.59,33,Baja,61.33
24,2.83,32,Baja,89.13
27,3.03,12,Media,94.93
25,3.58,34,Alta,96.69
27,2.86,27,Media,74.8
23,2.78,5,Baja,88.37
19,2.57,25,Baja,66.76
29,3.88,26,Media,97.78
26,3.57,14,Media,71.63
19,4.41,12,Media,86.34
27,1.82,29,Baja,71.14
23,3.17,22,Alta,96.84
27,1.68,15,Media,71.53
21,3.24,33,Baja,100.0
26,3.35,35,Media,87.41
23,2.84,22,Alta,86.47
21,3.82,10,Baja,79.91
24,2.22,25,Media,79.46
28,1.61,23,Baja,99.23
27,2.41,28,Media,65.1
28,2.57,28,Baja,98.73
25,5.0,28,Media,79.49
25,3.17,15,Alta,81.35
18,2.28,30,Alta,81.08
27,2.38,29,Alta,82.97
20,2.03,18,Alta,87.82
20,4.14,29,Baja,78.58
25,3.06,39,Media,97.79
18,1.82,34,Media,81.43
27,1.15,22,Baja,62.18
27,2.95,12,Media,84.49
24,3.05,24,Baja,76.94
22,3.76,17,Media,90.64
21,1.09,33,Alta,81.79
24,2.66,28,Media,58.04
24,2.87,13,Alta,73.2
19,3.91,21,Baja,80.86
26,3.26,12,Media,99.0
22,3.91,27,Media,99.1
21,3.55,15,Alta,78.98
27,2.74,19,Baja,73.39
26,3.21,12,Media,81.22
18,2.52,39,Alta,64.64
24,3.12,28,Baja,68.42
22,3.81,7,Baja,80.47
19,2.35,28,Alta,80.98
18,4.51,31,Alta,88.63
28,2.73,17,Alta,87.92
21,3.31,34,Alta,82.7
19,3.06,35,Media,91.65
20,2.03,8,Baja,77.77
21,3.27,19,Alta,72.46
23,3.94,33,Baja,92.3
18,2.55,32,Media,80.95
25,2.21,26,Media,97.04
18,3.4,35,Alta,82.54
19,3.54,20,Baja,90.12
29,3.64,35,Alta,80.62
19,3.02,14,Media,81.73
22,2.66,30,Media,83.83
21,3.74,8,Baja,87.09
18,3.09,24,Media,86.65
25,2.93,38,Baja,91.91
19,1.4,8,Media,95.4
24,4.07,37,Media,91.11
29,3.31,26,Media,78.51
25,3.23,5,Alta,94.69
29,3.64,14,Media,92.47
20,4.05,24,Alta,76.14
24,4.16,21,Media,87.95
19,2.11,31,Alta,63.34
19,4.12,38,Baja,83.83
26,3.35,23,Media,84.21
18,1.83,36,Alta,67.03
28,2.52,32,Media,89.26
18,4.26,21,Alta,88.57
24,0.56,17,Baja,71.25
21,3.43,16,Alta,78.63
18,3.64,20,Alta,66.39
29,2.29,27,Baja,80.05
22,2.66,29,Baja,92.34
18,2.63,5,Baja,92.2
24,3.76,18,Alta,88.86
22,2.72,25,Media,75.93
27,1.49,17,Media,95.72
19,3.4,11,Alta,81.28
24,3.36,19,Alta,83.64
24,2.96,37,Alta,84.27
23,3.43,10,Media,95.39
20,3.76,12,Alta,73.92
22,3.23,39,Media,93.9
19,1.42,6,Alta,89.57
21,4.5,11,Baja,70.17
25,3.43,30,Alta,85.38
29,2.41,7,Media,94.03
28,2.37,20,Baja,77.12
29,1.59,29,Alta,83.57
18,2.62,37,Alta,89.44
23,2.41,9,Media,84.48
20,2.9,26,Baja,88.25
29,3.36,16,Baja,90.82
21,1.98,14,Baja,69.6
18,1.89,38,Media,82.64
22,1.99,18,Baja,85.64
24,3.29,30,Media,90.01
18,3.49,20,Baja,86.25
25,3.37,7,Baja,92.4
22,2.81,6,Alta,91.21
22,3.74,7,Media,90.76
26,4.34,38,Alta,91.97
24,3.5,33,Media,96.65
26,3.08,19,Media,97.33
20,2.42,36,Baja,75.46
18,3.05,27,Baja,81.48
23,2.71,35,Media,83.03
19,1.62,10,Media,80.45
18,3.3,36,Media,92.2
27,4.51,25,Baja,74.56
25,2.95,34,Media,79.1
20,3.11,15,Media,99.64
21,3.15,6,Alta,85.75
25,3.09,6,Media,64.16
20,3.88,7,Baja,93.65
22,3.5,25,Media,84.15
28,4.0,33,Media,87.28
22,1.83,34,Media,90.84
23,2.34,24,Media,77.27
29,3.99,21,Alta,77.35
27,0.97,19,Alta,84.64
26,2.7,16,Baja,86.42
26,3.16,31,Alta,74.96
21,3.82,15,Baja,69.32
23,4.43,15,Baja,77.62
18,2.61,31,Baja,95.08
24,3.9,19,Alta,91.14
21,3.26,7,Baja,99.16
22,2.16,25,Alta,85.62
22,2.86,38,Media,100.0
19,4.92,33,Alta,87.53
21,3.6,12,Alta,90.13
22,3.18,26,Baja,98.25
24,1.98,12,Media,98.11
24,2.17,10,Media,87.34
22,3.17,23,Alta,78.06
28,3.89,26,Media,86.16
23,4.0,37,Alta,92.44
26,2.52,36,Media,88.6
29,2.96,31,Baja,72.64
29,3.3,38,Alta,76.57
20,3.09,23,Media,93.31
28,2.59,38,Alta,92.57
18,2.6,29,Baja,81.53
23,4.24,11,Media,77.43
23,2.95,6,Alta,85.78
19,2.86,36,Media,70.4
28,4.04,13,Media,69.82
28,2.26,28,Media,81.59
29,2.68,33,Alta,68.78
24,3.61,29,Media,88.86
18,2.26,16,Media,91.59
25,3.37,34,Media,87.46
28,3.98,18,Media,93.35
22,3.01,5,Alta,70.14
28,2.46,38,Media,66.06
24,2.08,24,Baja,95.97
19,2.51,6,Media,69.02
18,2.34,36,Baja,88.48
19,4.27,17,Alta,68.22
24,3.23,20,Alta,100.0
28,1.87,21,Alta,83.26
22,2.98,16,Alta,95.36
27,1.97,35,Baja,79.9
25,2.5,35,Baja,95.57
28,2.71,7,Media,86.28
28,3.27,24,Media,89.81
29,3.95,8,Baja,83.6
22,1.93,23,Baja,85.57
23,2.94,35,Baja,80.94
28,3.46,30,Baja,67.97
20,3.72,19,Alta,90.63
27,3.2,11,Media,100.0
18,2.87,34,Media,93.51
23,1.17,6,Baja,66.94
25,3.3,36,Baja,96.6
22,3.14,9,Alta,74.23
24,2.81,31,Media,92.48
22,1.68,21,Media,100.0
28,3.67,17,Media,100.0
24,2.53,23,Media,82.26
23,2.24,6,Alta,83.15
24,3.9,19,Alta,92.57
26,3.17,8,Media,97.72
25,3.06,5,Alta,71.7
29,3.64,28,Baja,82.51
28,2.49,18,Media,84.7
27,3.15,18,Baja,83.64
21,3.96,17,Alta,77.62
19,1.87,16,Alta,89.51
23,2.35,17,Baja,84.18
22,3.79,16,Media,76.24
29,4.79,21,Baja,100.0
28,1.98,19,Baja,76.26
20,3.06,38,Alta,78.43
25,2.59,5,Alta,81.44
21,2.01,35,Media,98.62
18,3.02,32,Media,91.5
24,2.19,24,Media,84.93
26,1.93,27,Alta,75.29
28,2.18,21,Media,85.18
18,2.94,35,Media,79.33
23,3.16,19,Baja,86.91
22,2.35,39,Media,87.55
18,2.21,17,Media,85.28
25,3.44,11,Alta,100.0
27,2.83,13,Media,89.38
29,2.79,5,Media,96.13
22,3.28,26,Media,73.47
20,3.08,29,Baja,69.15
28,1.47,32,Baja,81.47
25,1.56,23,Media,75.88
28,2.93,24,Alta,85.04
20,3.13,24,Media,71.15
22,3.25,28,Media,90.0
25,2.54,22,Media,88.07
19,3.54,38,Alta,98.2
23,4.33,34,Alta,100.0
19,2.18,36,Media,80.04
28,3.75,19,Baja,83.55
28,3.29,10,Media,96.75
25,2.44,10,Baja,88.56
27,3.43,28,Media,82.05
29,3.46,6,Baja,88.34
23,2.86,27,Media,77.93
21,2.77,18,Baja,88.65
18,3.63,22,Baja,92.14
24,5.0,31,Alta,82.04
26,3.38,9,Media,68.08
19,3.31,6,Alta,86.01
28,3.49,36,Media,76.76
29,3.77,36,Alta,87.08
29,1.57,10,Alta,90.39
25,2.67,23,Media,63.11
18,3.1,22,Alta,89.18
22,2.23,7,Baja,83.34
19,2.23,11,Alta,86.11
20,2.43,6,Media,100.0
24,3.42,31,Baja,93.29
28,2.04,38,Media,92.85
19,3.81,32,Media,90.25
26,3.19,30,Baja,87.47
25,1.56,35,Alta,100.0
25,3.81,26,Baja,74.7
29,2.13,20,Alta,94.28
27,3.23,13,Alta,87.35
29,2.97,19,Media,84.16
20,3.07,30,Media,94.43
28,3.68,5,Alta,75.23
29,2.44,9,Media,75.5
23,2.44,5,Alta,100.0
26,3.34,9,Media,100.0
26,2.69,23,Baja,74.54
28,4.13,6,Alta,81.84
26,3.99,26,Alta,98.94
24,1.92,5,Media,77.23
25,3.42,20,Media,75.46
23,4.06,37,Media,85.15
20,3.79,6,Alta,80.46
28,3.02,38,Alta,92.29
25,4.11,37,Media,90.95
27,2.72,18,Media,85.09
20,3.22,23,Alta,100.0
27,4.11,28,Media,86.31
29,3.67,20,Media,70.85
29,3.07,17,Media,86.01
20,3.28,20,Baja,89.0
24,2.7,9,Baja,70.83
20,3.83,11,Media,77.3
22,2.43,27,Alta,81.69
21,2.87,13,Baja,69.96
19,2.6,23,Baja,80.38
24,4.34,35,Alta,79.54
24,3.03,12,Media,93.59
20,2.35,13,Media,83.21
20,1.48,34,Alta,71.21
27,1.75,20,Media,89.81
24,3.82,11,Baja,90.88
20,3.35,9,Media,81.4
19,2.97,27,Alta,100.0
29,2.54,35,Baja,88.92
22,3.16,28,Media,100.0
29,2.66,15,Baja,92.72
21,2.49,19,Baja,80.99
24,2.32,9,Alta,89.12
29,3.99,38,Alta,100.0
20,4.12,25,Media,94.47
23,3.88,11,Baja,59.36
29,2.13,16,Media,94.29
25,2.07,31,Media,97.18
24,2.85,11,Media,100.0
24,2.95,32,Baja,88.53
27,2.67,9,Media,100.0
19,2.18,11,Alta,100.0
25,1.97,13,Baja,69.57
29,3.51,25,Alta,85.41
18,2.45,10,Media,78.04
22,2.37,35,Alta,100.0
25,1.88,29,Baja,100.0
28,4.1,9,Media,78.21
23,3.01,7,Media,91.71
26,2.59,39,Media,81.71
22,2.94,15,Media,67.12
19,2.19,27,Alta,74.13
22,1.56,36,Baja,80.59
26,3.33,23,Media,83.45
24,2.89,13,Alta,78.03
26,2.67,34,Baja,78.06
26,2.68,16,Alta,100.0
28,2.54,39,Baja,85.14
20,3.66,17,Alta,80.46
29,2.22,16,Alta,83.08
28,3.39,17,Baja,74.82
22,2.94,9,Alta,89.61
26,2.65,25,Media,67.64
23,2.44,6,Baja,100.0
24,3.98,26,Media,72.28
22,3.21,38,Alta,82.84
28,3.19,14,Media,77.11
18,2.95,17,Media,100.0
22,2.37,33,Media,74.66
27,1.47,22,Media,76.91
29,4.04,39,Alta,100.0
24,4.53,19,Media,92.69
21,3.82,34,Baja,100.0
24,2.16,24,Media,95.14
18,3.37,16,Baja,95.89
26,2.13,23,Alta,78.0
19,2.82,26,Media,91.13
23,2.19,15,Baja,94.37
18,2.75,26,Baja,75.96
28,2.35,33,Alta,97.36
28,3.8,28,Media,88.37
19,1.48,30,Alta,75.9
25,4.68,13,Alta,84.66
24,2.57,18,Media,70.14
26,3.84,9,Alta,81.17
29,3.23,31,Media,88.45
22,1.66,28,Alta,96.0
25,1.22,17,Baja,86.89
18,2.78,30,Media,91.55
23,4.24,29,Baja,56.1
21,3.37,22,Alta,84.79
24,4.37,21,Media,70.02
23,2.89,19,Baja,100.0
21,3.89,6,Media,100.0
21,3.24,23,Baja,98.78
18,3.2,35,Alta,83.13
18,4.02,8,Media,85.98
20,3.17,13,Media,81.13
21,2.33,15,Alta,75.3
25,2.82,14,Baja,100.0
25,3.14,31,Baja,82.77
29,1.96,14,Baja,72.08
26,2.56,16,Baja,78.01
19,3.67,15,Baja,85.63
18,2.55,37,Alta,77.76
25,3.03,33,Baja,82.48
25,4.29,20,Media,98.75
18,2.27,32,Alta,90.39
28,2.82,24,Alta,84.84
28,2.08,5,Media,89.2
26,2.04,6,Alta,89.12
20,3.41,30,Alta,83.65
26,1.8,13,Baja,83.45
28,1.98,35,Alta,74.29
24,2.46,15,Media,97.91
19,2.69,6,Media,89.67
24,3.17,12,Media,95.88
28,3.36,35,Media,86.44
25,2.95,10,Alta,90.89
28,3.2,20,Baja,93.49
22,3.61,31,Alta,71.19
24,2.8,39,Media,100.0
20,3.85,34,Baja,92.01
22,4.2,24,Media,96.59
22,2.17,35,Media,92.47
24,4.51,39,Alta,85.73
20,3.47,13,Alta,100.0
26,3.85,24,Media,92.95
28,3.33,35,Alta,92.81
20,2.86,39,Baja,74.61
26,3.35,30,Baja,82.91
23,2.39,27,Media,89.19
27,2.78,20,Baja,60.67
23,2.35,11,Baja,74.61
25,3.6,29,Media,79.59
27,1.95,37,Media,84.97
27,4.22,29,Baja,82.58
26,4.25,26,Baja,66.91
28,3.62,17,Media,83.2
19,2.7,34,Media,81.74
29,2.17,6,Media,73.2
25,3.16,12,Alta,89.69
29,2.63,20,Media,77.59
25,4.63,33,Media,93.36
27,3.15,17,Media,88.04
27,3.08,12,Alta,78.33
29,2.29,33,Baja,96.96
28,2.37,22,Alta,91.78
20,2.32,22,Baja,97.69
26,2.57,35,Alta,67.32
26,3.35,23,Media,78.27
18,2.52,11,Baja,87.57
24,3.12,6,Baja,76.95
28,3.51,32,Alta,92.69
18,2.77,5,Alta,96.54
29,4.32,18,Alta,81.19
21,3.81,39,Alta,96.29
25,2.9,30,Alta,90.16
23,3.81,39,Baja,75.53
24,4.16,11,Media,85.36
25,3.59,21,Alta,71.49
28,3.46,24,Baja,89.64
19,2.83,17,Media,95.83
22,4.88,27,Baja,91.18
29,3.31,21,Baja,89.93
19,4.01,26,Baja,93.69
21,3.59,26,Baja,71.64
21,3.85,20,Media,100.0
20,4.27,16,Alta,100.0
20,3.56,13,Alta,85.54
27,1.99,30,Alta,97.77
29,2.21,18,Media,90.21
26,3.15,34,Media,78.45
23,1.86,6,Media,91.32
28,1.67,23,Alta,70.36
22,3.24,28,Media,93.13
22,2.15,22,Alta,90.38
29,3.13,6,Alta,77.45
20,2.01,17,Alta,87.22
22,3.07,9,Media,76.5
20,5.0,5,Media,100.0
29,2.8,36,Media,69.63
25,3.08,11,Media,93.65
29,1.69,39,Baja,88.17
28,5.0,12,Media,80.41
29,0.99,25,Baja,99.55
25,2.4,18,Media,90.77
22,3.28,25,Media,70.75
28,2.28,26,Alta,75.0
21,1.89,16,Baja,87.0
22,3.7,27,Baja,96.9
21,3.46,8,Alta,100.0
20,3.97,7,Media,83.78
28,2.44,11,Media,100.0
18,5.0,37,Media,75.18
23,2.45,9,Baja,89.89
25,3.25,26,Media,76.32
19,3.16,17,Alta,70.91
28,3.25,26,Baja,100.0
19,1.97,14,Media,92.15
25,2.12,17,Media,85.29
19,3.37,24,Alta,66.14
24,1.97,39,Media,80.42
24,3.9,27,Alta,95.87
22,5.0,6,Alta,62.53
21,3.23,28,Baja,85.07
25,2.9,12,Media,82.65
29,3.82,38,Media,70.45
19,4.25,34,Baja,81.3
22,3.44,39,Baja,83.53
22,3.47,20,Media,83.43
23,3.73,27,Baja,94.01
22,3.77,30,Media,91.73
24,2.9,18,Media,78.12
18,3.71,36,Alta,89.05
28,2.34,38,Alta,100.0
19,1.23,28,Media,91.61
22,3.08,27,Baja,90.31
25,2.68,34,Media,85.46
22,4.0,9,Baja,74.79
20,4.31,25,Baja,66.57
21,3.13,33,Media,89.42
21,1.96,13,Baja,93.76
28,2.9,23,Media,98.53
27,3.31,37,Media,92.1
20,4.23,18,Media,100.0
18,3.04,27,Baja,85.16
25,3.2,13,Media,87.67
21,2.64,19,Baja,72.18
20,4.79,10,Baja,98.14
22,3.78,12,Media,81.58
27,3.43,19,Baja,97.03
19,3.59,35,Alta,77.62
18,2.23,28,Baja,63.77
24,2.44,20,Baja,70.49
18,3.37,39,Alta,88.2
18,3.77,8,Baja,85.82
26,3.03,30,Alta,79.46
21,2.07,14,Alta,100.0
28,2.98,37,Baja,80.28
27,3.72,12,Baja,98.4
19,2.13,26,Alta,84.49
25,3.18,7,Media,80.82
29,2.73,25,Alta,100.0
26,3.32,15,Baja,86.54
21,2.72,23,Media,100.0
21,2.84,19,Alta,100.0
25,3.42,25,Media,74.38
25,2.99,36,Media,82.29
26,4.4,21,Alta,80.44
20,2.94,19,Alta,76.21
27,3.19,22,Baja,79.55
19,3.9,38,Baja,78.01
22,2.51,30,Media,89.97
20,4.19,18,Alta,99.34
25,3.9,30,Baja,74.75
26,1.44,26,Media,72.02
27,3.62,32,Baja,88.02
28,1.85,38,Media,97.94
28,3.4,26,Media,87.64
23,3.18,20,Alta,85.94
20,3.11,34,Media,88.33
22,3.0,33,Alta,88.81
21,1.58,21,Media,100.0
27,2.57,17,Baja,93.5
28,2.98,14,Alta,75.21
25,3.22,5,Media,78.78
27,4.93,20,Alta,87.92
18,3.34,10,Media,89.1
22,2.71,12,Alta,91.31
22,2.65,11,Baja,66.19
19,1.45,18,Media,82.35
18,1.59,36,Alta,87.9
25,2.2,21,Alta,84.89
22,0.64,22,Alta,79.28
24,3.3,7,Media,96.73
29,5.0,24,Alta,70.18
22,1.66,24,Baja,88.74
23,4.21,22,Baja,83.5
18,2.47,39,Alta,75.38
18,3.44,19,Media,92.64
27,2.75,16,Baja,97.47
23,1.38,37,Media,81.91
21,3.3,10,Baja,99.78
24,3.32,9,Baja,85.99
29,2.81,7,Baja,76.41
18,3.61,5,Baja,85.31
25,3.6,33,Baja,100.0
21,3.16,32,Media,92.94
27,2.28,39,Baja,96.39
19,3.77,35,Alta,67.03
27,2.81,21,Media,90.85
22,3.32,33,Baja,71.97
29,2.87,5,Baja,83.42
25,2.72,10,Media,95.44
24,4.7,19,Alta,95.55
26,2.66,15,Baja,69.31
20,1.88,5,Alta,80.93
28,3.14,5,Alta,73.19
28,3.02,33,Media,66.59
22,3.44,30,Media,74.38
28,3.41,28,Alta,63.61
26,2.96,10,Media,95.78
24,3.29,12,Baja,92.6
19,2.24,13,Baja,95.02
18,2.99,11,Media,89.56
28,3.16,33,Alta,93.71
29,2.5,39,Media,90.6
24,2.37,39,Media,63.75
26,4.09,30,Baja,84.21
25,3.0,37,Media,97.25
23,3.78,13,Media,99.17
25,2.28,29,Media,83.1
28,1.34,25,Media,82.28
19,4.28,15,Baja,91.55
18,3.03,5,Baja,89.88
21,1.9,22,Alta,74.13
29,3.73,27,Alta,83.56
24,3.7,31,Alta,85.04
18,3.06,25,Baja,94.53
20,2.8,27,Alta,83.4
22,2.23,31,Alta,86.2
22,4.08,35,Alta,77.68
19,3.69,18,Media,90.14
18,3.02,18,Baja,80.36
22,1.62,13,Alta,85.24
19,2.83,17,Media,81.43
20,2.58,21,Alta,90.2
20,2.62,32,Baja,96.88
22,3.85,19,Media,64.37
27,3.48,26,Alta,100.0
21,3.3,39,Baja,96.99
21,4.02,10,Media,72.22
27,2.04,30,Media,78.59
20,4.46,11,Media,93.29
21,4.02,33,Baja,85.84
21,3.29,31,Baja,68.31
22,1.72,36,Media,98.12
23,1.68,25,Baja,71.16
25,2.92,5,Baja,93.14
18,2.82,9,Baja,96.56
25,2.56,28,Baja,79.94
19,3.09,19,Media,78.19
19,4.27,9,Baja,87.65
20,3.71,17,Baja,92.32
24,1.76,33,Media,91.38
29,3.32,7,Media,69.55
24,2.53,19,Media,81.72
26,2.39,14,Media,73.23
19,1.38,30,Media,79.66
27,2.46,22,Baja,78.27
25,3.76,33,Alta,81.26
26,5.0,37,Baja,69.96
25,2.34,37,Baja,78.35
28,3.01,37,Baja,70.93
27,3.32,39,Media,65.14
21,2.7,34,Media,95.39
29,2.35,15,Media,90.44
21,3.63,26,Media,85.0
18,1.49,28,Media,90.74
25,3.44,7,Alta,88.38
28,3.33,22,Baja,97.45
28,3.72,32,Alta,72.49
27,4.0,20,Media,75.04
18,1.95,12,Media,81.14
18,2.6,35,Media,78.06
29,3.19,22,Media,88.62
19,1.06,18,Media,100.0
25,5.0,39,Alta,98.9
18,2.74,16,Media,83.58
22,3.08,16,Alta,95.38
26,4.41,28,Baja,83.09
18,2.22,23,Media,80.81
27,3.89,9,Baja,76.96
24,3.26,20,Media,93.1
20,2.06,35,Media,80.05
18,0.82,17,Alta,85.64
25,4.18,31,Alta,79.97
29,1.38,15,Media,86.04
27,3.01,9,Alta,90.04
27,3.0,8,Alta,83.21
29,3.35,17,Media,93.99
23,3.65,34,Baja,86.55
19,3.65,33,Media,88.53
23,2.4,13,Media,63.61
23,2.4,15,Baja,89.63
26,1.55,9,Baja,97.41
29,3.66,38,Alta,84.03
21,3.55,35,Media,100.0
21,3.74,14,Alta,86.99
27,2.13,12,Media,83.75
23,1.89,5,Media,85.9
26,3.92,14,Alta,100.0
22,4.54,35,Alta,80.71
28,3.14,27,Alta,100.0
18,2.98,9,Baja,89.38
25,2.36,23,Baja,100.0
24,2.79,27,Baja,88.06
29,1.56,27,Media,83.1
26,3.89,6,Media,99.26
19,2.39,27,Baja,90.62
27,3.5,14,Media,79.04
18,3.33,28,Media,67.89
18,4.98,29,Alta,81.01
21,4.14,10,Alta,85.69
27,3.16,18,Baja,96.97
29,3.09,25,Media,94.4
21,3.85,17,Baja,83.72
25,3.37,8,Media,84.92
18,2.38,24,Alta,85.09
21,2.53,24,Media,89.43
26,1.47,35,Media,97.08
24,5.0,7,Baja,100.0
18,4.64,7,Alta,100.0
29,3.54,10,Media,86.37
20,2.73,16,Alta,75.58
18,4.09,32,Media,91.38
23,2.33,37,Alta,89.78
24,1.96,26,Media,97.23
27,3.61,5,Alta,77.82
18,3.12,38,Baja,80.69
26,2.43,27,Media,81.18
21,2.59,26,Media,92.77
19,2.09,28,Baja,87.61
19,1.97,33,Baja,75.5
19,3.16,19,Baja,94.63
20,2.85,27,Media,95.37
22,2.54,28,Media,88.45
24,3.12,33,Alta,99.84
22,3.42,33,Media,78.26
18,2.95,32,Baja,76.31
29,3.5,37,Baja,80.43
21,3.95,21,Baja,81.73
28,3.35,30,Baja,82.58
25,3.28,36,Media,81.83
20,4.01,17,Baja,99.18
21,3.2,18,Media,87.09
21,2.55,13,Media,89.68
21,2.66,28,Media,77.58
21,2.77,25,Media,79.6
24,3.5,21,Media,77.11
27,3.08,15,Baja,100.0
24,3.8,29,Media,89.98
18,3.02,33,Alta,76.77
24,1.21,37,Media,92.6
19,1.28,28,Alta,71.23
21,1.62,6,Alta,82.16
21,3.13,8,Baja,79.95
23,3.83,17,Baja,100.0
20,2.52,8,Media,68.25
20,3.48,15,Media,69.83
27,3.6,9,Alta,100.0
23,2.44,22,Media,61.79
19,3.24,11,Media,100.0
23,3.97,32,Baja,88.0
28,2.92,24,Media,77.8
22,3.95,20,Media,76.07
28,2.92,18,Baja,85.1
19,2.79,32,Baja,100.0
23,2.67,7,Media,72.66
24,3.47,29,Baja,81.26
28,3.09,35,Media,76.89
20,2.32,28,Baja,96.48
19,4.0,38,Alta,84.56
18,1.92,27,Baja,80.61
18,3.08,39,Media,100.0
20,2.29,21,Media,82.61
25,3.14,35,Baja,100.0
23,1.64,21,Baja,88.41
23,3.06,7,Baja,98.22
19,2.95,15,Baja,94.83
24,3.23,20,Media,94.82
25,3.28,24,Media,74.5
